Code,Libellé
O84.23Z - Justice,Justice
O84.24Z - Activités d'ordre public et de sécurité,Activités d'ordre public et de sécurité
O84.25Z - Services du feu et de secours,Services du feu et de secours
O84.30A - Activités générales de sécurité sociale,Activités générales de sécurité sociale
O84.30B - Gestion des retraites complémentaires,Gestion des retraites complémentaires
O84.30C - Distribution sociale de revenus,Distribution sociale de revenus
P85.10Z - Enseignement pré-primaire,Enseignement pré-primaire
P85.20Z - Enseignement primaire,Enseignement primaire
P85.31Z - Enseignement secondaire général,Enseignement secondaire général
P85.32Z - Enseignement secondaire technique ou professionnel,Enseignement secondaire technique ou professionnel
P85.41Z - Enseignement post-secondaire non supérieur,Enseignement post-secondaire non supérieur
P85.42Z - Enseignement supérieur,Enseignement supérieur
P85.51Z - Enseignement de disciplines sportives et d'activités de loisirs,Enseignement de disciplines sportives et d'activités de loisirs
P85.52Z - Enseignement culturel,Enseignement culturel
P85.53Z - Enseignement de la conduite,Enseignement de la conduite
P85.59A - Formation continue d'adultes,Formation continue d'adultes
P85.59B - Autres enseignements,Autres enseignements
P85.60Z - Activités de soutien à l'enseignement,Activités de soutien à l'enseignement
Q86.10Z - Activités hospitalières,Activités hospitalières
Q86.21Z - Activité des médecins généralistes,Activité des médecins généralistes
Q86.22A - Activités de radiodiagnostic et de radiothérapie,Activités de radiodiagnostic et de radiothérapie
Q86.22B - Activités chirurgicales,Activités chirurgicales
Q86.22C - Autres activités des médecins spécialistes,Autres activités des médecins spécialistes
Q86.23Z - Pratique dentaire,Pratique dentaire
Q86.90A - Ambulances,Ambulances
Q86.90B - Laboratoires d'analyses médicales,Laboratoires d'analyses médicales
Q86.90C - Centres de collecte et banques d'organes,Centres de collecte et banques d'organes
Q86.90D - Activités des infirmiers et des sages-femmes,Activités des infirmiers et des sages-femmes
"Q86.90E - Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues","Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues"
Q86.90F - Activités de santé humaine non classées ailleurs,Activités de santé humaine non classées ailleurs
Q87.10A - Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées
Q87.10B - Hébergement médicalisé pour enfants handicapés,Hébergement médicalisé pour enfants handicapés
Q87.10C - Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé,Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé
Q87.20A - Hébergement social pour handicapés mentaux et malades mentaux,Hébergement social pour handicapés mentaux et malades mentaux
Q87.20B - Hébergement social pour toxicomanes,Hébergement social pour toxicomanes
Q87.30A - Hébergement social pour personnes âgées,Hébergement social pour personnes âgées
Q87.30B - Hébergement social pour handicapés physiques,Hébergement social pour handicapés physiques
Q87.90A - Hébergement social pour enfants en difficultés,Hébergement social pour enfants en difficultés
Q87.90B - Hébergement social pour adultes et familles en difficultés et autre hébergement social,Hébergement social pour adultes et familles en difficultés et autre hébergement social
Q88.10A - Aide à domicile,Aide à domicile
Q88.10B - Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées,Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées
Q88.10C - Aide par le travail,Aide par le travail
Q88.91A - Accueil de jeunes enfants,Accueil de jeunes enfants
Q88.91B - Accueil ou accompagnement sans hébergement d'enfants handicapés,Accueil ou accompagnement sans hébergement d'enfants handicapés
Q88.99A - Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents,Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents
Q88.99B - Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.
R90.01Z - Arts du spectacle vivant,Arts du spectacle vivant
R90.02Z - Activités de soutien au spectacle vivant,Activités de soutien au spectacle vivant
R90.03A - Création artistique relevant des arts plastiques,Création artistique relevant des arts plastiques
R90.03B - Autre création artistique,Autre création artistique
R90.04Z - Gestion de salles de spectacles,Gestion de salles de spectacles
R91.01Z - Gestion des bibliothèques et des archives,Gestion des bibliothèques et des archives
R91.02Z - Gestion des musées,Gestion des musées
R91.03Z - Gestion des sites et monuments historiques et des attractions touristiques similaires,Gestion des sites et monuments historiques et des attractions touristiques similaires
R91.04Z - Gestion des jardins botaniques et zoologiques et des réserves naturelles,Gestion des jardins botaniques et zoologiques et des réserves naturelles
R92.00Z - Organisation de jeux de hasard et d'argent,Organisation de jeux de hasard et d'argent
R93.11Z - Gestion d'installations sportives,Gestion d'installations sportives
R93.12Z - Activités de clubs de sports,Activités de clubs de sports
R93.13Z - Activités des centres de culture physique,Activités des centres de culture physique
R93.19Z - Autres activités liées au sport,Autres activités liées au sport
R93.21Z - Activités des parcs d'attractions et parcs à thèmes,Activités des parcs d'attractions et parcs à thèmes
R93.29Z - Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs
S94.11Z - Activités des organisations patronales et consulaires,Activités des organisations patronales et consulaires
S94.12Z - Activités des organisations professionnelles,Activités des organisations professionnelles
S94.20Z - Activités des syndicats de salariés,Activités des syndicats de salariés
S94.91Z - Activités des organisations religieuses,Activités des organisations religieuses
S94.92Z - Activités des organisations politiques,Activités des organisations politiques
S94.99Z - Autres organisations fonctionnant par adhésion volontaire,Autres organisations fonctionnant par adhésion volontaire
S95.11Z - Réparation d'ordinateurs et d'équipements périphériques,Réparation d'ordinateurs et d'équipements périphériques
S95.12Z - Réparation d'équipements de communication,Réparation d'équipements de communication
S95.21Z - Réparation de produits électroniques grand public,Réparation de produits électroniques grand public
S95.22Z - Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin,Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin
S95.23Z - Réparation de chaussures et d'articles en cuir,Réparation de chaussures et d'articles en cuir
S95.24Z - Réparation de meubles et d'équipements du foyer,Réparation de meubles et d'équipements du foyer
S95.25Z - Réparation d'articles d'horlogerie et de bijouterie,Réparation d'articles d'horlogerie et de bijouterie
S95.29Z - Réparation d'autres biens personnels et domestiques,Réparation d'autres biens personnels et domestiques
S96.01A - Blanchisserie-teinturerie de gros,Blanchisserie-teinturerie de gros
S96.01B - Blanchisserie-teinturerie de détail,Blanchisserie-teinturerie de détail
S96.02A - Coiffure,Coiffure
S96.02B - Soins de beauté,Soins de beauté
S96.03Z - Services funéraires,Services funéraires
S96.04Z - Entretien corporel,Entretien corporel
S96.09Z - Autres services personnels n.c.a.,Autres services personnels n.c.a.
T97.00Z - Activités des ménages en tant qu'employeurs de personnel domestique,Activités des ménages en tant qu'employeurs de personnel domestique
T98.10Z - Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre,Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre
T98.20Z - Activités indifférenciées des ménages en tant que producteurs de services pour usage propre,Activités indifférenciées des ménages en tant que producteurs de services pour usage propre
U99.00Z - Activités des organisations et organismes extraterritoriaux,Activités des organisations et organismes extraterritoriaux
